seed_row_id,worksheet_row,company_id,source_sheet,seed,seed_fields_verified,issues
gnem_row_86,86,company_8d42c7988edcfa40dca2f234,Sheet1,"{""Company"": ""Daimler Truck North America"", ""Category"": ""Tier 2/3"", ""Industry Group"": "" Rubber and Miscellaneous Plastic Products"", ""Location"": ""Covington, Henry County"", ""Address"": ""7400 E Freeman Pkwy, Covington, GA 30014"", ""Latitude"": 33.5182052, ""Longitude"": -84.0153106, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 85, ""Product / Service"": ""Pre-molded tire treads"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Henry"", ""local_reference_county"": ""Newton"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_87,87,company_b1eb8328a45bb51000d1ecaa,Sheet1,"{""Company"": ""IMMI"", ""Category"": ""Tier 1/2"", ""Industry Group"": "" Electronic and Other Electrical Equipment and Components"", ""Location"": ""Dublin, Johnson County"", ""Address"": ""2002 Industrial Park Dr, Dublin, GA 31021"", ""Latitude"": 32.511763, ""Longitude"": -82.923552, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""Battery Pack"", ""Primary OEMs"": ""Hyundai Kia"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 100, ""Product / Service"": ""Battery electrolyte"", ""EV / Battery Relevant"": ""Yes"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Johnson"", ""local_reference_county"": ""Laurens"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_90,90,company_3d6e0348f06d2e4c8bef6828,Sheet1,"{""Company"": ""JAC Products Inc."", ""Category"": ""Tier 1/2"", ""Industry Group"": "" Electronic and Other Electrical Equipment and Components"", ""Location"": ""Jefferson, Barrow County"", ""Address"": ""120 Logistics Pkwy, Jefferson, GA 30549"", ""Latitude"": 34.10601, ""Longitude"": -83.589021, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 63, ""Product / Service"": ""Switches, resistors and related products"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Barrow"", ""local_reference_county"": ""Jackson"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_92,92,company_b7bd683c22b8b3f21d8e9f7d,Sheet1,"{""Company"": ""Jefferson Southern Corporation"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Commerce, Forsyth County"", ""Address"": ""1 Jefferson Southern Dr, Commerce, GA 30529"", ""Latitude"": 34.197573, ""Longitude"": -84.0452959, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 900, ""Product / Service"": ""Stamped metal automobile body parts"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Forsyth"", ""local_reference_county"": ""Jackson"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_93,93,company_933e96a9f78bb1d41d7089e0,Sheet1,"{""Company"": ""Joon Georgia, Inc."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""West Point, Chattahoochee County"", ""Address"": ""100 Industrial Park Rd, West Point, GA 31833"", ""Latitude"": 32.314089, ""Longitude"": -84.78927, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 900, ""Product / Service"": ""Seats and seat foam pads"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Chattahoochee"", ""local_reference_county"": ""Harris/Troup"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_97,97,company_98ae8e7c06629f61cd42906f,Sheet1,"{""Company"": ""KTX America Corporation"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""LaGrange, Meriwether County"", ""Address"": ""205 KTX Dr, LaGrange, GA 30240"", ""Latitude"": 33.163387, ""Longitude"": -84.766589, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 740, ""Product / Service"": ""Stamped components and decorative trim"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Meriwether"", ""local_reference_county"": ""Troup"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_102,102,company_ccca310b7ffd19ccc338c019,Sheet1,"{""Company"": ""Lehigh Technologies Inc."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Tucker, Gwinnett County"", ""Address"": ""1000 New Horizons Way, Tucker, GA 30084"", ""Latitude"": 33.760895, ""Longitude"": -83.862556, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 520, ""Product / Service"": ""Suspension related functional components"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Gwinnett"", ""local_reference_county"": ""DeKalb"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_104,104,company_90866fc8cf495eea5d2f62ee,Sheet1,"{""Company"": ""Decostar Industries"", ""Category"": ""Tier 2/3"", ""Industry Group"": "" Rubber and Miscellaneous Plastic Products"", ""Location"": ""Buchanan, Polk County"", ""Address"": ""219 Evans Dr, Buchanan, GA 30113"", ""Latitude"": 33.9059545, ""Longitude"": -85.1491682, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 80, ""Product / Service"": ""Black and color elastomeric compounding"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Polk"", ""local_reference_county"": ""Haralson"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_108,108,company_b7b4dc548795424b83c672ad,Sheet1,"{""Company"": ""Goodyear Tire & Rubber Co."", ""Category"": ""Tier 2/3"", ""Industry Group"": "" Fabricated Metal Products"", ""Location"": ""Atlanta, Clayton County"", ""Address"": ""1420 Phoenix Blvd, Suite 300, Atlanta, GA 30349"", ""Latitude"": 33.6143207, ""Longitude"": -84.4387649, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 80, ""Product / Service"": ""Coiled and flat springs for power train, chassis and body applications"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Clayton"", ""local_reference_county"": ""Fulton/DeKalb"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_113,113,company_04aa588dd09fd1f4ac08e185,Sheet1,"{""Company"": ""Maxxis International USA"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Suwanee, Clayton County"", ""Address"": ""100 International Pkwy, Suwanee, GA 30024"", ""Latitude"": 33.6352704, ""Longitude"": -84.3965777, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 400, ""Product / Service"": ""Brake systems"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Clayton"", ""local_reference_county"": ""Gwinnett"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_115,115,company_a67cb8fe187afc2e4991e639,Sheet1,"{""Company"": ""DeKalb Tool & Die Inc."", ""Category"": ""Tier 2/3"", ""Industry Group"": "" Rubber and Miscellaneous Plastic Products"", ""Location"": ""Tucker, Gwinnett County"", ""Address"": ""2220 Stephens Dr, Tucker, GA 30084"", ""Latitude"": 33.849158, ""Longitude"": -84.230399, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 70, ""Product / Service"": ""Truck interior cab components and exterior lights to HVAC and under the hood engine parts"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Gwinnett"", ""local_reference_county"": ""DeKalb"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_117,117,company_d4ec137cd59e7e026abc774c,Sheet1,"{""Company"": ""Minebea AccessSolutions USA Inc."", ""Category"": ""OEM"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Gainesville, Cobb County"", ""Address"": ""200 Access Way, Gainesville, GA 30501"", ""Latitude"": 33.7654713, ""Longitude"": -84.4239872, ""Primary Facility Type"": ""Headquarters"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Porsche Cars North America Inc."", ""Supplier or Affiliation Type"": ""Original Equipment Manufacturer"", ""Employment"": 400, ""Product / Service"": ""Headquarters and distribution location"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Direct Manufacturer""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Cobb"", ""local_reference_county"": ""Hall"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_119,119,company_10d15bbbe68ff2be14d6aec2,Sheet1,"{""Company"": ""MollerTech LLC"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Dalton, Murray County"", ""Address"": ""100 Mollertech Dr, Dalton, GA 30721"", ""Latitude"": 34.788493, ""Longitude"": -84.91381, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 350, ""Product / Service"": ""Injection molded components"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Murray"", ""local_reference_county"": ""Whitfield"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_121,121,company_83738a1fb07cdd4d4438490b,Sheet1,"{""Company"": ""HELLA Automotive Sales Inc."", ""Category"": ""Tier 2/3"", ""Industry Group"": "" Machinery Except Electrical"", ""Location"": ""Atlanta, Cobb County"", ""Address"": ""2018 Powers Ferry Rd SE, Suite 400, Atlanta, GA 30339"", ""Latitude"": 33.9022104, ""Longitude"": -84.4579122, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 70, ""Product / Service"": ""Speed changers and drives"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Cobb"", ""local_reference_county"": ""Fulton/DeKalb"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_123,123,company_88a2081314267701955f6546,Sheet1,"{""Company"": ""Nidec Elesys Americas Corp."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Suwanee, Forsyth County"", ""Address"": ""3900 Lakefield Ct, Suwanee, GA 30024"", ""Latitude"": 34.064876, ""Longitude"": -84.156737, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 300, ""Product / Service"": ""Seating systems"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Forsyth"", ""local_reference_county"": ""Gwinnett"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_124,124,company_7849dc05e9630d0106497b00,Sheet1,"{""Company"": ""NIFCO KTW America Corp."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Toccoa, Franklin County"", ""Address"": ""100 Nifco Way, Toccoa, GA 30577"", ""Latitude"": 34.5179964289089, ""Longitude"": -83.2222868993427, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 300, ""Product / Service"": ""Inventory management for Kia"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Franklin"", ""local_reference_county"": ""Stephens"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_128,128,company_3d4d0f99f4974152e5c9657d,Sheet1,"{""Company"": ""Propex Operating Co. LLC"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Pooler, Bryan County"", ""Address"": ""490 Chatham Pkwy, Pooler, GA 31322"", ""Latitude"": 32.0941218, ""Longitude"": -81.1629908, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 120, ""Product / Service"": ""Ventvisors, hood shields, floor mats, automotive accessories"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Bryan"", ""local_reference_county"": ""Chatham"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_132,132,company_733f406bade7f8e2e5e1a4ac,Sheet1,"{""Company"": ""RealTruck"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Peachtree City, Walker County"", ""Address"": ""1656 Airport Rd N, Peachtree City, GA 30269"", ""Latitude"": 34.588242, ""Longitude"": -85.2883229, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 110, ""Product / Service"": ""Automotive lighting and electronics"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Walker"", ""local_reference_county"": ""Fayette"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_143,143,company_2fc6813eb9f41f003204ef69,Sheet1,"{""Company"": ""PHA Body Systems LLC"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Bloomingdale, Bryan County"", ""Address"": ""300 Monahan Drive, Bloomingdale, GA 31302"", ""Latitude"": 32.1009741405683, ""Longitude"": -81.3560273906067, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""Materials"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 145, ""Product / Service"": ""Plastic fuel tanks and sunroofs"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Bryan"", ""local_reference_county"": ""Chatham"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_145,145,company_12e67d5ae5db170e67a50b2e,Sheet1,"{""Company"": ""Robert Bosch LLC"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Flowery Branch, Forsyth County"", ""Address"": ""6330 W Broad St, Flowery Branch, GA 30542"", ""Latitude"": 34.1062368, ""Longitude"": -84.0326857, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 100, ""Product / Service"": ""Automotive powertrain systems"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Forsyth"", ""local_reference_county"": ""Hall"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_148,148,company_d52e9e16bbe521b4e9847297,Sheet1,"{""Company"": ""PPG Industries Inc."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Calhoun, Whitfield County"", ""Address"": ""500 Enterprise Dr, Calhoun, GA 30701"", ""Latitude"": 34.6994514, ""Longitude"": -84.948505, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 120, ""Product / Service"": ""Muffler and exhaust systems"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Whitfield"", ""local_reference_county"": ""Gordon"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_150,150,company_29f6309444ab2e1c3472c3a7,Sheet1,"{""Company"": ""QSR Inc."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""LaGrange, Clayton County"", ""Address"": ""135 QSR Rd, LaGrange, GA 30240"", ""Latitude"": 33.555885, ""Longitude"": -84.443148, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 120, ""Product / Service"": ""Functional aftermarket accessories for trucks and SUVs"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Clayton"", ""local_reference_county"": ""Troup"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_154,154,company_0840ca72a880ea975df81150,Sheet1,"{""Company"": ""SHIROKI North America Inc"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""LaGrange, Clayton County"", ""Address"": ""100 Shiroki Way, LaGrange, GA 30241"", ""Latitude"": 33.558724, ""Longitude"": -84.44865, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Blue Bird"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 75, ""Product / Service"": ""Exhaust and emission systems for trucks, buses, vans and industrial vehicles"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Clayton"", ""local_reference_county"": ""Troup"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_156,156,company_e9fd0ec8b547bf4492af2a45,Sheet1,"{""Company"": ""Sejong Georgia LLC"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Jefferson, Barrow County"", ""Address"": ""100 Sejong Way, Jefferson, GA 30549"", ""Latitude"": 34.10601, ""Longitude"": -83.589021, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 90, ""Product / Service"": ""NVH parts and interior components"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Barrow"", ""local_reference_county"": ""Jackson"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_157,157,company_07bdb7c1d1dbfa2bc94f0282,Sheet1,"{""Company"": ""Seohan Auto USA"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""LaGrange, Lamar County"", ""Address"": ""850 Lamar St, LaGrange, GA 30240"", ""Latitude"": 33.0528839, ""Longitude"": -84.1616017, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 85, ""Product / Service"": ""Custom made cargo trailers Ben"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Lamar"", ""local_reference_county"": ""Troup"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_160,160,company_2703f483acb6cc525b6a7848,Sheet1,"{""Company"": ""Solvay Specialty Polymers USA LLC"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Augusta, Elbert County"", ""Address"": ""600 Patterson Ave, Augusta, GA 30901"", ""Latitude"": 34.1033951, ""Longitude"": -82.8532769, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 70, ""Product / Service"": ""Automotive wire harnesses"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Elbert"", ""local_reference_county"": ""Richmond"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_166,166,company_5e93b599969eccdd9ccfe0a3,Sheet1,"{""Company"": ""Jefferson Southern Corp."", ""Category"": ""Tier 1/2"", ""Industry Group"": "" Electronic and Other Electrical Equipment and Components"", ""Location"": ""Commerce, Forsyth County"", ""Address"": ""1 Jefferson Southern Dr, Commerce, GA 30529"", ""Latitude"": 34.197573, ""Longitude"": -84.0452959, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 50, ""Product / Service"": ""High current switches and resistors for automotive HVAC systems"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Forsyth"", ""local_reference_county"": ""Jackson"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_167,167,company_897a9db8aebed83bd2799b36,Sheet1,"{""Company"": ""Southern Switches Corp."", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Dahlonega, Dawson County"", ""Address"": ""715 Happy Hollow Rd, Dahlonega, GA 30533"", ""Latitude"": 34.5298911539072, ""Longitude"": -83.9984152634814, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 68, ""Product / Service"": ""Commercial truck bodies"", ""EV / Battery Relevant"": ""No"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Dawson"", ""local_reference_county"": ""Lumpkin"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_169,169,company_01817ab985f63f3cc976a82f,Sheet1,"{""Company"": ""Stryten Energy"", ""Category"": ""Tier 1"", ""Industry Group"": "" Transportation Equipment"", ""Location"": ""Alpharetta, Forsyth County"", ""Address"": ""5925 Cabot Pkwy, Alpharetta, GA 30005"", ""Latitude"": 34.1187111, ""Longitude"": -84.2058867, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""General Automotive"", ""Primary OEMs"": ""Multiple OEMs"", ""Supplier or Affiliation Type"": ""Automotive supply chain participant"", ""Employment"": 50, ""Product / Service"": ""Automotive fiber padding"", ""EV / Battery Relevant"": ""Indirect"", ""Classification Method"": ""Supplier""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Forsyth"", ""local_reference_county"": ""Fulton"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_173,173,company_a70d2f26955acf1b5a0306e6,Sheet1,"{""Company"": ""Suzuki Manufacturing of America Corp."", ""Category"": ""OEM"", ""Industry Group"": ""Transportation Equipment"", ""Location"": ""Rome, Cobb County"", ""Address"": ""1000 McIntosh Trail SW, Rome, GA 30165"", ""Latitude"": 33.771861, ""Longitude"": -84.730029, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""Vehicle Assembly"", ""Primary OEMs"": ""Rivian Automotive"", ""Supplier or Affiliation Type"": ""Original Equipment Manufacturer"", ""Employment"": 7500, ""Product / Service"": ""Electric vehicle assembly plant"", ""EV / Battery Relevant"": ""Yes"", ""Classification Method"": ""Direct Manufacturer""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Cobb"", ""local_reference_county"": ""Floyd"", ""action"": ""verify_external_source; do not overwrite seed""}]"
gnem_row_179,179,company_102e1a25f7c6be28624dcef0,Sheet1,"{""Company"": ""Thermal Ceramics Inc."", ""Category"": ""OEM"", ""Industry Group"": ""Transportation Equipment"", ""Location"": ""Augusta, Columbia County"", ""Address"": ""2190 N Leg Rd, Augusta, GA 30909"", ""Latitude"": 33.4565319, ""Longitude"": -82.0665715, ""Primary Facility Type"": ""Manufacturing Plant"", ""EV Supply Chain Role"": ""Vehicle Assembly"", ""Primary OEMs"": ""SK Battery America"", ""Supplier or Affiliation Type"": ""Original Equipment Manufacturer"", ""Employment"": 3000, ""Product / Service"": ""Electric vehicle batteries"", ""EV / Battery Relevant"": ""Yes"", ""Classification Method"": ""Direct Manufacturer""}",False,"[{""type"": ""city_county_disagreement_with_local_reference"", ""provided_county"": ""Columbia"", ""local_reference_county"": ""Richmond"", ""action"": ""verify_external_source; do not overwrite seed""}]"
